_id,label,id,token,sentence
,,,however,116
,,,",",116
,,,in,116
,,,her,116
,,,New,116
,,,York,116
,,,Times,116
,,,review,116
,,,"""",116
,,,No,116
,,,Peace,116
,,,from,116
,,,a,116
,,,Brutal,116
,,,Legacy,116
,,,"""",116
,,,called,116
,,,it,116
,,,a,116
,,,"""",116
,,,transfixing,116
,,,",",116
,,,deeply,116
,,,felt,116
,,,adaptation,116
,,,of,116
,,,Toni,116
,,,Morrison,116
,,,'s,116
,,,novel,116
,,,.,116
,,,...,117
,,, ,117
,,,Its,117
,,,linchpin,117
,,,is,117
,,,of,117
,,,course,117
,,,Oprah,117
,,,Winfrey,117
,,,",",117
,,,who,117
,,,had,117
,,,the,117
,,,clout,117
,,,and,117
,,,foresight,117
,,,to,117
,,,bring,117
,,,',117
,,,Beloved,117
,,,',117
,,,to,117
,,,the,117
,,,screen,117
,,,and,117
,,,has,117
,,,the,117
,,,dramatic,117
,,,presence,117
,,,to,117
,,,hold,117
,,,it,117
,,,together,117
,,,.,117
,,,"""",118
,,,In,118
,,,1996,118
,,,",",118
,,,television,118
,,,talk,118
,,,-,118
,,,show,118
,,,host,118
,,,Oprah,118
,,,Winfrey,118
,,,selected,118
,,,Song,118
,,,of,118
,,,Solomon,118
,,,for,118
,,,her,118
,,,newly,118
,,,launched,118
,,,Book,118
,,,Club,118
,,,",",118
,,,which,118
,,,became,118
,,,a,118
,,,popular,118
,,,feature,118
,,,on,118
,,,her,118
,,,Oprah,118
,,,Winfrey,118
,,,Show,118
,,,.,118
,,,An,119
,,,average,119
,,,of,119
,,,13,119
,,,million,119
,,,viewers,119
,,,watched,119
,,,the,119
,,,show,119
,,,'s,119
,,,book,119
,,,club,119
,,,segments,119
,,,.,119
,,,As,120
,,,a,120
,,,result,120
,,,",",120
,,,when,120
,,,Winfrey,120
Q560307_286,EVENT,NxboLS8NvH,selected,120
Q560307_287,ENTITY,AB3kt6C4vr,Morrison,120
Q560307_288,ENTITY,AB3kt6C4vr,'s,120
Q560307_289,ENTITY,AB3kt6C4vr,earliest,120
Q560307_290,ENTITY,AB3kt6C4vr,novel,120
,,,The,120
,,,Bluest,120
,,,Eye,120
,,,in,120
,,,2000,120
,,,",",120
,,,it,120
Q560307_291,EVENT,E_hS4CD8LC,sold,120
,,,another,120
,,,800000,120
,,,paperback,120
,,,copies,120
,,,.,120
,,,John,121
,,,Young,121
Q560307_292,EVENT,EKz-9KztMC,wrote,121
,,,in,121
,,,the,121
,,,African,121
,,,American,121
,,,Review,121
,,,in,121
,,,2001,121
,,,that,121
Q560307_294,ENTITY,9oGvug9RQ-,Morrison,121
Q560307_295,ENTITY,9oGvug9RQ-,'s,121
Q560307_296,EVENT,-wwiI6Fsly,career,121
Q560307_293,EVENT,2Eqic6Gqat,experienced,121
,,,the,121
,,,boost,121
,,,of,121
,,,"""",121
,,,The,121
,,,Oprah,121
,,,Effect,121
,,,",",121
,,,...,121
,,, ,121
,,,enabling,121
,,,Morrison,121
,,,to,121
,,,reach,121
,,,a,121
,,,broad,121
,,,",",121
,,,popular,121
,,,audience,121
,,,.,121
,,,"""",122
,,,Winfrey,122
Q560307_297,EVENT,J61oyVV2Hu,selected,122
,,,a,122
,,,total,122
,,,of,122
,,,four,122
,,,of,122
Q560307_515,ENTITY,AO7ldkD0Xs,Morrison,122
Q560307_516,ENTITY,AO7ldkD0Xs,'s,122
Q560307_517,ENTITY,AO7ldkD0Xs,novels,122
,,,over,122
,,,six,122
,,,years,122
,,,",",122
Q560307_298,EVENT-GR,4L56d-uocS,giving,122
Q560307_299,ENTITY,SrwEieUM_P,Morrison,122
Q560307_300,ENTITY,SrwEieUM_P,'s,122
Q560307_301,ENTITY,SrwEieUM_P,novels,122
,,,a,122
,,,bigger,122
,,,sales,122
,,,boost,122
,,,than,122
,,,they,122
Q560307_303,EVENT-GR,rUYz42XQ4k,got,122
,,,from,122
Q560307_302,ENTITY,zCIyzGgBJK,her,122
,,,Nobel,122
,,,Prize,122
,,,win,122
,,,in,122
,,,1993,122
,,,.,122
Q560307_304,ENTITY,ITN6hNZ8QN,The,123
Q560307_305,ENTITY,ITN6hNZ8QN,novelist,123
,,,also,123
Q560307_306,EVENT,ur0Xqw0ppj,appeared,123
,,,three,123
,,,times,123
,,,on,123
,,,Winfrey,123
,,,'s,123
,,,show,123
,,,.,123
,,,Winfrey,124
,,,said,124
,,,",",124
,,,"""",124
,,,For,124
,,,all,124
,,,those,124
,,,who,124
,,,asked,124
,,,the,124
,,,question,124
,,,',124
,,,Toni,124
,,,Morrison,124
,,,again,124
,,,?,124
,,,',124
,,,...,124
,,, ,124
,,,I,124
,,,say,124
,,,with,124
,,,certainty,124
,,,there,124
,,,would,124
,,,have,124
,,,been,124
,,,no,124
,,,Oprah,124
,,,'s,124
,,,Book,124
,,,Club,124
,,,if,124
,,,this,124
,,,woman,124
,,,had,124
,,,not,124
,,,chosen,124
,,,to,124
,,,share,124
,,,her,124
,,,love,124
,,,of,124
,,,words,124
,,,with,124
,,,the,124
,,,world,124
,,,.,124
,,,"""",125
Q560307_307,ENTITY,TpV-QrZZZY,Morrison,125
Q560307_308,EVENT,8vDyn3uGBt,called,125
,,,the,125
,,,book,125
,,,club,125
,,,a,125
,,,"""",125
,,,reading,125
,,,revolution,125
,,,.,125
,,,"""",126
Q560307_309,ENTITY,ytELn-wQN8,Morrison,126
Q560307_310,EVENT,7f_sg63jbs,continued,126
,,,to,126
Q560307_311,EVENT,7jKoSUJkOV,explore,126
,,,different,126
,,,art,126
,,,forms,126
,,,",",126
,,,such,126
,,,as,126
Q560307_312,EVENT,0rsB9P3r4Y,providing,126
,,,texts,126
,,,for,126
,,,original,126
,,,scores,126
,,,of,126
,,,classical,126
,,,music,126
,,,.,126
Q560307_313,ENTITY,JDnhrs6QxU,She,127
Q560307_314,EVENT,36X8v-fTBp,collaborated,127
,,,with,127
,,,André,127
,,,Previn,127
,,,on,127
,,,the,127
,,,song,127
,,,cycle,127
,,,Honey,127
,,,and,127
,,,Rue,127
,,,",",127
,,,which,127
Q560307_322,EVENT,pTD7rAz4nx,premiered,127
,,,with,127
,,,Kathleen,127
,,,Battle,127
,,,in,127
,,,January,127
,,,1992,127
,,,",",127
,,,and,127
,,,on,127
,,,Four,127
,,,Songs,127
,,,",",127
Q560307_323,EVENT,SJGWZTbCE6,premiered,127
,,,at,127
,,,Carnegie,127
,,,Hall,127
,,,with,127
,,,Sylvia,127
,,,McNair,127
,,,in,127
,,,November,127
,,,1994,127
,,,.,127
,,,Both,128
,,,Sweet,128
,,,Talk,128
,,,:,128
,,,Four,128
,,,Songs,128
,,,on,128
,,,Text,128
,,,and,128
,,,Spirits,128
,,,In,128
,,,the,128
,,,Well,128
,,,(,128
,,,1997,128
,,,),128
,,,were,128
,,,written,128
,,,for,128
,,,Jessye,128
,,,Norman,128
,,,with,128
,,,music,128
,,,by,128
,,,Richard,128
,,,Danielpour,128
,,,",",128
,,,and,128
,,,",",128
,,,alongside,128
,,,Maya,128
,,,Angelou,128
,,,and,128
,,,Clarissa,128
,,,Pinkola,128
,,,Estés,128
,,,",",128
Q560307_315,ENTITY,jCx41UfJ-K,Morrison,128
Q560307_316,EVENT,MFCHuisBx5,provided,128
,,,the,128
,,,text,128
,,,for,128
,,,composer,128
,,,Judith,128
,,,Weir,128
,,,'s,128
,,,woman.life.song,128
,,,commissioned,128
,,,by,128
,,,Carnegie,128
,,,Hall,128
,,,for,128
,,,Jessye,128
,,,Norman,128
,,,",",128
,,,which,128
,,,premiered,128
,,,in,128
,,,April,128
,,,2000,128
,,,.,128
Q560307_317,ENTITY,2a-NWqp-6q,Morrison,129
Q560307_318,EVENT,59UTHvtpIZ,returned,129
,,,to,129
,,,Margaret,129
,,,Garner,129
,,,'s,129
,,,life,129
,,,story,129
,,,",",129
,,,the,129
,,,basis,129
,,,of,129
,,,her,129
,,,novel,129
,,,Beloved,129
,,,",",129
,,,to,129
,,,write,129
,,,the,129
,,,libretto,129
,,,for,129
,,,a,129
,,,new,129
,,,opera,129
,,,",",129
,,,Margaret,129
,,,Garner,129
,,,.,129
,,,Completed,130
,,,in,130
,,,2002,130
,,,",",130
,,,with,130
,,,music,130
,,,by,130
,,,Richard,130
,,,Danielpour,130
,,,",",130
,,,the,130
Q560307_320,ENTITY,PwJAociMSa,opera,130
,,,was,130
Q560307_321,EVENT,K0p3_47GLO,premièred,130
,,,on,130
,,,May,130
,,,7,130
,,,",",130
,,,2005,130
,,,",",130
,,,at,130
,,,the,130
,,,Detroit,130
,,,Opera,130
,,,House,130
,,,with,130
,,,Denyce,130
,,,Graves,130
,,,in,130
Q560307_319,ENTITY,PwJAociMSa,the,130
,,,title,130
,,,role,130
,,,.,130
Q560307_331,ENTITY,NBgsObSA9B,Love,131
,,,",",131
,,,Morrison,131
,,,'s,131
,,,first,131
,,,novel,131
,,,since,131
,,,Paradise,131
,,,",",131
,,,came,131
,,,out,131
,,,in,131
,,,2003,131
,,,.,131
,,,In,132
,,,2004,132
,,,",",132
Q560307_324,ENTITY,GUl6LyGHn3,she,132
Q560307_182,EVENT,WHQVpdeJP0,put,132
,,,together,132
,,,a,132
,,,children,132
,,,'s,132
,,,book,132
,,,called,132
,,,Remember,132
,,,to,132
,,,mark,132
,,,the,132
,,,50th,132
,,,anniversary,132
,,,of,132
,,,the,132
,,,Brown,132
,,,v.,132
,,,Board,132
,,,of,132
,,,Education,132
,,,Supreme,132
,,,Court,132
,,,decision,132
,,,in,132
,,,1954,132
,,,that,132
,,,declared,132
,,,racially,132
,,,segregated,132
,,,public,132
,,,schools,132
,,,to,132
,,,be,132
,,,unconstitutional,132
,,,.,132
,,,From,133
,,,1997,133
,,,to,133
,,,2003,133
,,,",",133
Q560307_326,ENTITY,IEseNRPins,Morrison,133
Q560307_327,EVENT-GR,wP7m3sOEJ3,was,133
,,,an,133
,,,Andrew,133
,,,D.,133
,,,White,133
Q560307_328,EVENT,thMYvLvzQw,Professor,133
,,,-,133
,,,at,133
,,,-,133
,,,Large,133
,,,at,133
,,,Cornell,133
,,,University,133
,,,.,133
,,,In,134
,,,June,134
,,,2005,134
,,,",",134
,,,the,134
,,,University,134
,,,of,134
,,,Oxford,134
Q560307_330,EVENT,r48YFqu_QI,awarded,134
Q560307_329,ENTITY,o0-TXO4yIN,Morrison,134
,,,an,134
,,,honorary,134
,,,Doctor,134
,,,of,134
,,,Letters,134
,,,degree,134
,,,.,134
,,,In,135
,,,spring,135
,,,2006,135
,,,",",135
,,,The,135
,,,New,135
,,,York,135
,,,Times,135
,,,Book,135
,,,Review,135
Q560307_332,EVENT,xnbh1xlQ6a,named,135
Q560307_333,ENTITY,3F9wgqnxXG,Beloved,135
,,,the,135
,,,best,135
,,,work,135
,,,of,135
,,,American,135
,,,fiction,135
,,,published,135
,,,in,135
,,,the,135
,,,previous,135
,,,25,135
,,,years,135
,,,",",135
,,,as,135
,,,chosen,135
,,,by,135
,,,a,135
,,,selection,135
,,,of,135
,,,prominent,135
,,,writers,135
,,,",",135
,,,literary,135
,,,critics,135
,,,",",135
,,,and,135
,,,editors,135
,,,.,135
,,,In,136
,,,his,136
,,,essay,136
,,,about,136
,,,the,136
,,,choice,136
,,,",",136
,,,"""",136
,,,In,136
,,,Search,136
,,,of,136
,,,the,136
,,,Best,136
,,,",",136
,,,"""",136
,,,critic,136
,,,A.,136
,,,O.,136
,,,Scott,136
,,,said,136
,,,:,136
,,,"""",136
,,,Any,136
,,,other,136
,,,outcome,136
,,,would,136
,,,have,136
,,,been,136
,,,startling,136
,,,",",136
,,,since,136
,,,Morrison,136
,,,'s,136
,,,novel,136
,,,has,136
,,,inserted,136
,,,itself,136
,,,into,136
,,,the,136
,,,American,136
,,,canon,136
,,,more,136
,,,completely,136
,,,than,136
,,,any,136
,,,of,136
,,,its,136
,,,potential,136
,,,rivals,136
,,,.,136
,,,With,137
,,,remarkable,137
,,,speed,137
,,,",",137
,,,',137
,,,Beloved,137
,,,',137
,,,has,137
,,,",",137
,,,less,137
,,,than,137
,,,20,137
,,,years,137
,,,after,137
,,,its,137
,,,publication,137
,,,",",137
,,,become,137
,,,a,137
,,,staple,137
,,,of,137
,,,the,137
,,,college,137
,,,literary,137
,,,curriculum,137
,,,",",137
,,,which,137
,,,is,137
,,,to,137
,,,say,137
,,,a,137
,,,classic,137
,,,.,137
,,,This,138
,,,triumph,138
,,,is,138
,,,commensurate,138
,,,with,138
,,,its,138
,,,ambition,138
,,,",",138
,,,since,138
,,,it,138
,,,was,138
,,,Morrison,138
,,,'s,138
,,,intention,138
,,,in,138
,,,writing,138
,,,it,138
,,,precisely,138
,,,to,138
,,,expand,138
,,,the,138
,,,range,138
,,,of,138
,,,classic,138
,,,American,138
,,,literature,138
,,,",",138
,,,to,138
,,,enter,138
,,,",",138
,,,as,138
,,,a,138
,,,living,138
,,,black,138
,,,woman,138
,,,",",138
,,,the,138
,,,company,138
,,,of,138
,,,dead,138
,,,white,138
,,,males,138
,,,like,138
,,,Faulkner,138
,,,",",138
,,,Melville,138
,,,",",138
,,,Hawthorne,138
,,,and,138
,,,Twain,138
,,,.,138
,,,"""",139
,,,In,139
,,,November,139
,,,2006,139
,,,",",139
Q560307_334,ENTITY,FG0zDxD-G2,Morrison,139
Q560307_335,EVENT,Y2zc1sIAid,visited,139
,,,the,139
,,,Louvre,139
,,,museum,139
,,,in,139
,,,Paris,139
,,,as,139
,,,the,139
,,,second,139
,,,in,139
,,,its,139
,,,"""",139
,,,Grand,139
,,,Invité,139
,,,"""",139
,,,program,139
,,,to,139
,,,guest,139
,,,-,139
Q560307_366,EVENT,TiYJuyxo3a,curate,139
,,,a,139
,,,month,139
,,,-,139
,,,long,139
,,,series,139
,,,of,139
,,,events,139
,,,across,139
,,,the,139
,,,arts,139
,,,on,139
,,,the,139
,,,theme,139
,,,of,139
,,,"""",139
,,,The,139
,,,Foreigner,139
,,,'s,139
,,,Home,139
,,,"""",139
,,,",",139
,,,about,139
,,,which,139
,,,The,139
,,,New,139
,,,York,139
,,,Times,139
,,,said,139
,,,:,139
,,,"""",139
,,,In,139
,,,tapping,139
,,,her,139
,,,own,139
,,,African,139
,,,-,139
,,,American,139
,,,culture,139
,,,",",139
,,,Ms.,139
,,,Morrison,139
,,,is,139
,,,eager,139
,,,to,139
,,,credit,139
,,,',139
,,,foreigners,139
,,,',139
,,,with,139
,,,enriching,139
,,,the,139
,,,countries,139
,,,where,139
,,,they,139
,,,settle,139
,,,.,139
,,,"""",140
Q560307_518,ENTITY,Vh2uhwKHpE,Morrison,140
Q560307_519,ENTITY,Vh2uhwKHpE,'s,140
Q560307_520,ENTITY,Vh2uhwKHpE,novel,140
,,,A,140
,,,Mercy,140
,,,",",140
Q560307_336,EVENT,_56To21p6T,released,140
,,,in,140
,,,2008,140
,,,",",140
,,,is,140
,,,set,140
,,,in,140
,,,the,140
,,,Virginia,140
,,,colonies,140
,,,of,140
,,,1682,140
,,,.,140
,,,Diane,141
,,,Johnson,141
,,,",",141
,,,in,141
,,,her,141
,,,review,141
,,,in,141
,,,Vanity,141
,,,Fair,141
,,,",",141
,,,called,141
,,,A,141
,,,Mercy,141
,,,"""",141
,,,a,141
,,,poetic,141
,,,",",141
,,,visionary,141
,,,",",141
,,,mesmerizing,141
,,,tale,141
,,,that,141
,,,captures,141
,,,",",141
,,,in,141
,,,the,141
,,,cradle,141
,,,of,141
,,,our,141
,,,present,141
,,,problems,141
,,,and,141
,,,strains,141
,,,",",141
,,,the,141
,,,natal,141
,,,curse,141
,,,put,141
,,,on,141
,,,us,141
,,,back,141
,,,then,141
,,,by,141
,,,the,141
,,,Indian,141
,,,tribes,141
,,,",",141
,,,Africans,141
,,,",",141
,,,Dutch,141
,,,",",141
,,,Portuguese,141
,,,",",141
,,,and,141
,,,English,141
,,,competing,141
,,,to,141
,,,get,141
,,,their,141
,,,footing,141
,,,in,141
,,,the,141
,,,New,141
,,,World,141
,,,against,141
,,,a,141
,,,hostile,141
,,,landscape,141
,,,and,141
,,,the,141
,,,essentially,141
,,,tragic,141
,,,nature,141
,,,of,141
,,,human,141
,,,experience,141
,,,.,141
,,,"""",142
,,,From,142
,,,1989,142
,,,until,142
Q560307_337,ENTITY,ipzfjPnVMX,her,142
Q560307_338,EVENT,NlRqffPR7F,retirement,142
,,,in,142
,,,2006,142
,,,",",142
Q560307_339,ENTITY,RvzX8tX9F8,Morrison,142
Q560307_340,EVENT,O1-6CKvNv0,held,142
,,,the,142
,,,Robert,142
,,,F.,142
,,,Goheen,142
Q560307_341,EVENT,MMkBkG3YPs,Chair,142
,,,in,142
,,,the,142
,,,Humanities,142
,,,at,142
,,,Princeton,142
,,,University,142
,,,.,142
Q560307_342,ENTITY,tT6PvutRhJ,She,143
Q560307_343,EVENT,U_FkFNCiBa,said,143
Q560307_344,ENTITY,wyDzq0Up-n,she,143
,,,did,143
,,,not,143
Q560307_345,EVENT,IeJNMjkbuR,think,143
,,,much,143
,,,of,143
,,,modern,143
,,,fiction,143
,,,writers,143
,,,who,143
,,,reference,143
,,,their,143
,,,own,143
,,,lives,143
,,,instead,143
,,,of,143
,,,inventing,143
,,,new,143
,,,material,143
,,,",",143
,,,and,143
Q560307_347,ENTITY,muqgnkmem2,she,143
Q560307_348,EVENT,D5tnOpVRzN,used,143
,,,to,143
,,,tell,143
,,,her,143
,,,creative,143
,,,writing,143
,,,students,143
,,,",",143
,,,"""",143
,,,I,143
,,,do,143
,,,n't,143
,,,want,143
,,,to,143
,,,hear,143
,,,about,143
,,,your,143
,,,little,143
,,,life,143
,,,",",143
,,,OK,143
,,,?,143
,,,"""",143
,,,Similarly,143
,,,",",143
Q560307_349,ENTITY,HeAtMkw77f,she,143
,,,chose,143
,,,not,143
,,,to,143
,,,write,143
,,,about,143
,,,her,143
,,,own,143
,,,life,143
,,,in,143
,,,a,143
,,,memoir,143
,,,or,143
,,,autobiography,143
,,,.,143
,,,Though,144
,,,based,144
,,,in,144
,,,the,144
,,,Creative,144
,,,Writing,144
,,,Program,144
,,,at,144
,,,Princeton,144
,,,",",144
Q560307_351,ENTITY,NL7Qh7nVhy,Morrison,144
,,,did,144
Q560307_346,EVENT-MOD,HHV3yUrP3o,not,144
,,,regularly,144
Q560307_352,EVENT,STCUnIf3pO,offer,144
,,,writing,144
Q560307_360,EVENT,Z5uPi7hHP6,workshops,144
,,,to,144
,,,students,144
,,,after,144
,,,the,144
,,,late,144
,,,1990s,144
,,,",",144
,,,a,144
,,,fact,144
,,,that,144
Q560307_354,EVENT,EPF6IaG6DO,earned,144
Q560307_356,ENTITY,F2DxZRPv77,her,144
,,,some,144
Q560307_355,EVENT,fL_SPImTg_,criticism,144
,,,.,144
,,,Rather,145
,,,",",145
Q560307_357,ENTITY,wLWtl52gJC,she,145
Q560307_358,EVENT,j-kIPws-8F,conceived,145
,,,and,145
Q560307_359,EVENT,rVGyhNybpm,developed,145
,,,the,145
,,,Princeton,145
,,,Atelier,145
,,,",",145
,,,a,145
,,,program,145
,,,that,145
,,,brings,145
,,,together,145
,,,students,145
,,,with,145
,,,writers,145
,,,and,145
,,,performing,145
,,,artists,145
,,,.,145
,,,Together,146
,,,the,146
,,,students,146
,,,and,146
,,,the,146
,,,artists,146
,,,produce,146
,,,works,146
,,,of,146
,,,art,146
,,,that,146
,,,are,146
,,,presented,146
,,,to,146
,,,the,146
,,,public,146
,,,after,146
,,,a,146
,,,semester,146
,,,of,146
,,,collaboration,146
,,,.,146
Q560307_363,EVENT,Na7K0cAwQ1,Inspired,147
,,,by,147
Q560307_361,ENTITY,th78gnas3P,her,147
Q560307_362,EVENT,VYbDZyCnUX,curatorship,147
,,,at,147
,,,the,147
,,,Louvre,147
,,,Museum,147
,,,",",147
Q560307_364,ENTITY,dKYJ9oShSF,Morrison,147
Q560307_365,EVENT,rBYAHjTQ59,returned,147
,,,to,147
,,,Princeton,147
,,,in,147
,,,fall,147
,,,2008,147
,,,to,147
,,,lead,147
,,,a,147
,,,small,147
,,,seminar,147
,,,",",147
,,,also,147
,,,entitled,147
,,,"""",147
,,,The,147
,,,Foreigner,147
,,,'s,147
,,,Home,147
,,,"""",147
,,,.,147
,,,On,148
,,,November,148
,,,17,148
,,,",",148
,,,2017,148
,,,",",148
,,,Princeton,148
,,,University,148
Q560307_367,EVENT,x9oIj9Ma53,dedicated,148
,,,Morrison,148
,,,Hall,148
,,,(,148
,,,a,148
,,,building,148
,,,previously,148
,,,called,148
,,,West,148
,,,College,148
,,,),148
,,,in,148
Q560307_521,ENTITY,jpJByhphIi,her,148
,,,honor,148
,,,.,148
,,,In,149
,,,May,149
,,,2010,149
,,,",",149
Q560307_368,ENTITY,_5gPWPesfL,Morrison,149
Q560307_369,EVENT,N4XlXrErdV,appeared,149
,,,at,149
,,,PEN,149
,,,World,149
,,,Voices,149
,,,for,149
,,,a,149
Q560307_370,EVENT,FL9bBAKhWz,conversation,149
,,,with,149
,,,Marlene,149
,,,van,149
,,,Niekerk,149
,,,and,149
,,,Kwame,149
,,,Anthony,149
,,,Appiah,149
,,,about,149
,,,South,149
,,,African,149
,,,literature,149
,,,",",149
,,,and,149
,,,specifically,149
,,,van,149
,,,Niekerk,149
,,,'s,149
,,,2004,149
,,,novel,149
,,,Agaat,149
,,,.,149
Q560307_372,ENTITY,rYl2NE3o-k,Morrison,150
,EVENT,,wrote,150
,,,books,150
,,,for,150
,,,children,150
,,,with,150
,,,her,150
,,,younger,150
,,,son,150
,,,",",150
,,,Slade,150
,,,Morrison,150
,,,",",150
,,,who,150
,,,was,150
,,,a,150
,,,painter,150
,,,and,150
,,,a,150
,,,musician,150
,,,.,150
,,,Slade,151
,,,died,151
,,,of,151
,,,pancreatic,151
,,,cancer,151
,,,on,151
,,,December,151
,,,22,151
,,,",",151
,,,2010,151
,,,",",151
,,,aged,151
,,,45,151
,,,.,151
Q560307_522,ENTITY,HcFHKUzcTH,Morrison,152
Q560307_523,ENTITY,HcFHKUzcTH,'s,152
Q560307_524,ENTITY,HcFHKUzcTH,novel,152
,,,Home,152
,,,(,152
,,,2012,152
,,,),152
Q560307_373,EVENT-GR,MQ9IhRxYrP,was,152
Q560307_392,EVENT-MOD,fDDs9mTvY0,half,152
,,,-,152
Q560307_374,EVENT,pOQ1JI8kqv,completed,152
,,,when,152
,,,Slade,152
,,,died,152
,,,.,152
,,,In,153
,,,May,153
,,,2011,153
,,,",",153
Q560307_375,ENTITY,4ieYkTGauu,Morrison,153
Q560307_376,EVENT,QRiAdvcCUj,received,153
,,,an,153
,,,Honorary,153
,,,Doctor,153
,,,of,153
,,,Letters,153
Q560307_377,EVENT,6RZaY_SNaD,degree,153
,,,from,153
,,,Rutgers,153
,,,University,153
,,,–,153
,,,New,153
,,,Brunswick,153
,,,during,153
,,,the,153
,,,commencement,153
,,,ceremony,153
,,,",",153
,,,where,153
Q560307_378,ENTITY,fqA3hVIhVR,she,153
Q560307_379,EVENT,1JFZoViCO6,delivered,153
,,,a,153
,,,powerful,153
Q560307_380,EVENT,O92jT9MRaJ,speech,153
,,,on,153
,,,the,153
,,,"""",153
,,,pursuit,153
,,,of,153
,,,life,153
,,,",",153
,,,liberty,153
,,,",",153
,,,meaningfulness,153
,,,",",153
,,,integrity,153
,,,",",153
,,,and,153
,,,truth,153
,,,.,153
,,,"""",154
Q560307_381,ENTITY,_8HJUY_FJp,Morrison,154
Q560307_382,EVENT,vU--xkb0nC,debuted,154
,,,another,154
,,,work,154
,,,in,154
,,,2011,154
,,,:,154
Q560307_383,ENTITY,EZryImNaKy,She,154
Q560307_384,EVENT,uTII2u74ZF,worked,154
,,,with,154
,,,opera,154
,,,director,154
,,,Peter,154
,,,Sellars,154
,,,and,154
,,,Malian,154
,,,singer,154
,,,-,154
,,,songwriter,154
,,,Rokia,154
,,,Traoré,154
,,,on,154
,,,a,154
,,,new,154
,,,production,154
,,,",",154
,,,Desdemona,154
,,,",",154
Q560307_385,EVENT-GR,jUIMfsV_3Y,taking,154
,,,a,154
,,,fresh,154
,,,look,154
,,,at,154
,,,William,154
,,,Shakespeare,154
,,,'s,154
,,,tragedy,154
,,,Othello,154
,,,.,154
Q560307_386,ENTITY,9YaXtasAHc,The,155
Q560307_387,ENTITY,9YaXtasAHc,trio,155
Q560307_388,EVENT,BFaAgn-chG,focused,155
,,,on,155
,,,the,155
,,,relationship,155
,,,between,155
,,,Othello,155
,,,'s,155
,,,wife,155
,,,Desdemona,155
,,,and,155
,,,her,155
,,,African,155
,,,nursemaid,155
,,,",",155
,,,Barbary,155
,,,",",155
,,,who,155
,,,is,155
,,,only,155
,,,briefly,155
,,,referenced,155
,,,in,155
,,,Shakespeare,155
,,,.,155
Q560307_389,ENTITY,i38-8JinnD,The,156
Q560307_390,ENTITY,i38-8JinnD,play,156
,,,",",156
,,,a,156
,,,mix,156
,,,of,156
,,,words,156
,,,",",156
,,,music,156
,,,and,156
,,,song,156
,,,",",156
Q560307_391,EVENT,cg9WUbD-nU,premiered,156
,,,in,156
,,,Vienna,156
,,,in,156
,,,2011,156
,,,.,156
Q560307_394,ENTITY,easyIOB7jd,Morrison,157
,,,had,157
Q560307_395,EVENT,i6cpECu2r0,stopped,157
Q560307_396,EVENT,wSV1_-RvEA,working,157
,,,on,157
,,,her,157
,,,latest,157
,,,novel,157
,,,when,157
,,,her,157
,,,son,157
,,,died,157
,,,.,157
Q560307_397,ENTITY,R3d1hXJH2n,She,158
Q560307_398,EVENT,x-BCq60M8R,said,158
,,,that,158
,,,afterwards,158
,,,",",158
,,,"""",158
,,,I,158
,,,stopped,158
,,,writing,158
,,,until,158
,,,I,158
,,,began,158
,,,to,158
,,,think,158
,,,",",158
,,,He,158
,,,would,158
,,,be,158
,,,really,158
Q560307_325,EVENT,IO_qI-nmJh,put,158
,,,out,158
,,,if,158
,,,he,158
,,,thought,158
,,,that,158
,,,he,158
,,,had,158
,,,caused,158
,,,me,158
,,,to,158
,,,stop,158
,,,.,158
,,,',159
,,,Please,159
,,,",",159
,,,Mom,159
,,,",",159
,,,I,159
,,,'m,159
,,,dead,159
,,,",",159
,,,could,159
,,,you,159
,,,keep,159
,,,going,159
,,, ,159
,,,...,159
,,,?,159
,,,',159
,,,"""",159
Q560307_399,ENTITY,jbkfTav2L7,She,159
Q560307_401,EVENT,0c25x1K0Vl,completed,159
,,,Home,159
,,,and,159
Q560307_400,EVENT,DPiycbk2no,dedicated,159
,,,it,159
,,,to,159
,,,her,159
,,,son,159
,,,Slade,159
,,,Morrison,159
,,,.,159
Q560307_402,EVENT,a1EehmJTlZ,Published,160
,,,in,160
,,,2012,160
,,,",",160
,,,it,160
,,,is,160
,,,the,160
,,,story,160
,,,of,160
,,,a,160
,,,Korean,160
,,,War,160
,,,veteran,160
,,,in,160
,,,the,160
,,,segregated,160
,,,United,160
,,,States,160
,,,of,160
,,,the,160
,,,1950s,160
,,,",",160
,,,who,160
,,,tries,160
,,,to,160
,,,save,160
,,,his,160
,,,sister,160
,,,from,160
,,,brutal,160
,,,medical,160
,,,experiments,160
,,,at,160
,,,the,160
,,,hands,160
,,,of,160
,,,a,160
,,,white,160
,,,doctor,160
,,,.,160
,,,In,161
,,,August,161
,,,2012,161
,,,",",161
,,,Oberlin,161
,,,College,161
,,,became,161
,,,the,161
,,,home,161
,,,base,161
,,,of,161
,,,the,161
,,,Toni,161
,,,Morrison,161
,,,Society,161
,,,",",161
,,,an,161
,,,international,161
,,,literary,161
,,,society,161
,,,founded,161
,,,in,161
,,,1983,161
,,,",",161
,,,dedicated,161
,,,to,161
,,,scholarly,161
,,,research,161
,,,of,161
,,,Morrison,161
,,,'s,161
,,,work,161
,,,.,161
Q560307_403,ENTITY,GFpk9_JtgD,Morrison,162
